;source;target;weight
0;lt;op3;True
1;lt;sv4;True
2;tt;game_score;True
3;pt;final;True
4;op3;sv3;True
5;op3;estado;True
6;sv1;lt;True
7;sv1;pt;True
8;final;tt;True
