;source;target;weight
0;lt;sv5;True
1;op5;op1;True
2;op5;op6;True
3;sv1;op1;True
4;sv5;op1;True
5;sv5;op5;True
6;sv5;op6;True
7;score;score_p;True
8;score_a;score;True
9;score_a;score_p;True
10;score_a;estado;True
11;score_p;op6;True
12;score_p;estado;True
13;score_d;score_a;True
14;score_s;score_d;True
15;programa;estado;True
16;final;game_score;True
17;final;programa;True
18;estado;op1;True
19;estado;op5;True
20;estado;op6;True
21;estado;sv1;True
22;estado;sv5;True
