;source;target;weight
0;op1;op5;True
1;op5;op6;True
2;score;op6;True
3;score;score_p;True
4;score;score_d;True
5;score_a;op1;True
6;score_a;score;True
7;score_a;score_p;True
8;score_a;estado;True
9;score_p;op1;True
10;score_p;op5;True
11;score_p;op6;True
12;score_p;score_d;True
13;score_p;estado;True
14;score_d;op1;True
15;score_d;op6;True
16;score_d;score_s;True
17;score_s;op1;True
18;programa;op1;True
19;programa;estado;True
20;estado;op1;True
21;estado;op5;True
22;estado;op6;True
